event_id,timestamp,process_name,command_line,parent_image,user,integrity_level,label,occurrence_count,weight,hour_of_day,day_of_week,is_weekend,is_business_hours,event_sequence_id,events_in_last_hour,events_in_last_day,parent_is_same,has_unusual_parent,process_path_depth,is_system_path,is_user_path
1,2025-11-16 22:27:58.539274+00:00,C:\Program Files\Git\mingw64\bin\git.exe,git.exe ls-files --stage -- data_collection/automation/verify_dataset.ps1,C:\Program Files\Git\cmd\git.exe,MrX\adity,Medium,1,1,1.0,0.9166666666666666,1.0,1.0,0.0,22,0,0,0.0,0.0,5,1.0,0.0
1,2025-11-16 22:27:58.617834+00:00,C:\Program Files\Git\cmd\git.exe,"""C:\Program Files\Git\cmd\git.exe"" cat-file -s a0014a3cd53faf022a01ac4eff24899cffca11d4",C:\Users\adity\AppData\Local\Programs\Microsoft VS Code\Code.exe,MrX\adity,Medium,1,1,1.0,0.9166666666666666,1.0,1.0,0.0,23,0,0,0.0,1.0,4,1.0,0.0
1,2025-11-16 22:27:58.698790+00:00,C:\Program Files\Git\mingw64\bin\git.exe,git.exe cat-file -s a0014a3cd53faf022a01ac4eff24899cffca11d4,C:\Program Files\Git\cmd\git.exe,MrX\adity,Medium,1,1,1.0,0.9166666666666666,1.0,1.0,0.0,24,0,0,0.0,0.0,5,1.0,0.0
1,2025-11-16 22:27:58.778307+00:00,C:\Program Files\Git\cmd\git.exe,"""C:\Program Files\Git\cmd\git.exe"" -c core.longpaths=true -c core.quotepath=false -c color.ui=false config --get-regex ^user\.",C:\Users\adity\AppData\Local\Programs\Microsoft VS Code\Code.exe,MrX\adity,Medium,1,2,0.5,0.9166666666666666,1.0,1.0,0.0,25,0,0,0.0,1.0,4,1.0,0.0
1,2025-11-16 22:27:58.779055+00:00,C:\Program Files\Git\cmd\git.exe,"""C:\Program Files\Git\cmd\git.exe"" -c core.longpaths=true -c core.quotepath=false -c color.ui=false blame --root --incremental -- data_collection/automation/verify_dataset.ps1",C:\Users\adity\AppData\Local\Programs\Microsoft VS Code\Code.exe,MrX\adity,Medium,1,2,0.5,0.9166666666666666,1.0,1.0,0.0,26,0,0,0.0,1.0,4,1.0,0.0
1,2025-11-16 22:27:58.904394+00:00,C:\Program Files\Git\cmd\git.exe,"""C:\Program Files\Git\cmd\git.exe"" blame --root --incremental 4f41a326b620c4f8aa1601767cedc568f975be53 -- data_collection/automation/verify_dataset.ps1",C:\Users\adity\AppData\Local\Programs\Microsoft VS Code\Code.exe,MrX\adity,Medium,1,1,1.0,0.9166666666666666,1.0,1.0,0.0,27,0,0,0.0,1.0,4,1.0,0.0
1,2025-11-16 22:27:58.978611+00:00,C:\Program Files\Git\mingw64\bin\git.exe,git.exe -c core.longpaths=true -c core.quotepath=false -c color.ui=false blame --root --incremental -- data_collection/automation/verify_dataset.ps1,C:\Program Files\Git\cmd\git.exe,MrX\adity,Medium,1,2,0.5,0.9166666666666666,1.0,1.0,0.0,28,0,0,0.0,0.0,5,1.0,0.0
1,2025-11-16 22:27:58.979071+00:00,C:\Program Files\Git\mingw64\bin\git.exe,git.exe -c core.longpaths=true -c core.quotepath=false -c color.ui=false config --get-regex ^user\.,C:\Program Files\Git\cmd\git.exe,MrX\adity,Medium,1,2,0.5,0.9166666666666666,1.0,1.0,0.0,29,0,0,0.0,0.0,5,1.0,0.0
1,2025-11-16 22:27:59.068007+00:00,C:\Program Files\Git\mingw64\bin\git.exe,git.exe blame --root --incremental 4f41a326b620c4f8aa1601767cedc568f975be53 -- data_collection/automation/verify_dataset.ps1,C:\Program Files\Git\cmd\git.exe,MrX\adity,Medium,1,1,1.0,0.9166666666666666,1.0,1.0,0.0,30,0,0,0.0,0.0,5,1.0,0.0
1,2025-11-16 22:27:59.102440+00:00,C:\Program Files\Git\cmd\git.exe,"""C:\Program Files\Git\cmd\git.exe"" -c core.longpaths=true -c core.quotepath=false -c color.ui=false check-mailmap ""ASK92 <ask92@duke.edu>""",C:\Users\adity\AppData\Local\Programs\Microsoft VS Code\Code.exe,MrX\adity,Medium,1,2,0.5,0.9166666666666666,1.0,1.0,0.0,31,0,0,0.0,1.0,4,1.0,0.0
1,2025-11-16 22:27:59.168091+00:00,C:\Program Files\Git\mingw64\bin\git.exe,"git.exe -c core.longpaths=true -c core.quotepath=false -c color.ui=false check-mailmap ""ASK92 <ask92@duke.edu>""",C:\Program Files\Git\cmd\git.exe,MrX\adity,Medium,1,1,1.0,0.9166666666666666,1.0,1.0,0.0,32,0,0,0.0,0.0,5,1.0,0.0
1,2025-11-16 22:27:59.309597+00:00,C:\Program Files\Git\cmd\git.exe,"""C:\Program Files\Git\cmd\git.exe"" -c core.longpaths=true -c core.quotepath=false -c color.ui=false log --format=%%x1E%%H%%x1D --summary -n1 2f7da17a902c7638a4c50f3295cb1b58f399b344^ -- data_collection/automation/verify_dataset.ps1",C:\Users\adity\AppData\Local\Programs\Microsoft VS Code\Code.exe,MrX\adity,Medium,1,1,1.0,0.9166666666666666,1.0,1.0,0.0,33,0,0,0.0,1.0,4,1.0,0.0
1,2025-11-16 22:27:59.322647+00:00,C:\Program Files\Git\cmd\git.exe,"""C:\Program Files\Git\cmd\git.exe"" -c core.longpaths=true -c core.quotepath=false -c color.ui=false -c log.showSignature=false -c diff.renameLimit=0 log --format=%%x1E%%H%%x1D%%aN%%x1D%%aE%%x1D%%at%%x1D%%cN%%x1D%%cE%%x1D%%ct%%x1D%%P%%x1D%%D%%x1D%%B%%x1D --numstat --summary -M --use-mailmap -m --no-min-parents -n1 2f7da17a902c7638a4c50f3295cb1b58f399b344 --",C:\Users\adity\AppData\Local\Programs\Microsoft VS Code\Code.exe,MrX\adity,Medium,1,1,1.0,0.9166666666666666,1.0,1.0,0.0,34,0,0,0.0,1.0,4,1.0,0.0
1,2025-11-16 22:27:59.473598+00:00,C:\Program Files\Git\mingw64\bin\git.exe,git.exe -c core.longpaths=true -c core.quotepath=false -c color.ui=false -c log.showSignature=false -c diff.renameLimit=0 log --format=%%x1E%%H%%x1D%%aN%%x1D%%aE%%x1D%%at%%x1D%%cN%%x1D%%cE%%x1D%%ct%%x1D%%P%%x1D%%D%%x1D%%B%%x1D --numstat --summary -M --use-mailmap -m --no-min-parents -n1 2f7da17a902c7638a4c50f3295cb1b58f399b344 --,C:\Program Files\Git\cmd\git.exe,MrX\adity,Medium,1,1,1.0,0.9166666666666666,1.0,1.0,0.0,35,0,0,0.0,0.0,5,1.0,0.0
1,2025-11-16 22:27:59.473991+00:00,C:\Program Files\Git\mingw64\bin\git.exe,git.exe -c core.longpaths=true -c core.quotepath=false -c color.ui=false log --format=%%x1E%%H%%x1D --summary -n1 2f7da17a902c7638a4c50f3295cb1b58f399b344^ -- data_collection/automation/verify_dataset.ps1,C:\Program Files\Git\cmd\git.exe,MrX\adity,Medium,1,1,1.0,0.9166666666666666,1.0,1.0,0.0,36,0,0,0.0,0.0,5,1.0,0.0
1,2025-11-16 22:28:43.206017+00:00,C:\Program Files\Git\cmd\git.exe,"""C:\Program Files\Git\cmd\git.exe"" -c core.longpaths=true -c core.quotepath=false -c color.ui=false -c color.status=false status --porcelain=v2 --branch -u --find-renames --",C:\Users\adity\AppData\Local\Programs\Microsoft VS Code\Code.exe,MrX\adity,Medium,1,1,1.0,0.9166666666666666,1.0,1.0,0.0,37,0,0,0.0,1.0,4,1.0,0.0
1,2025-11-16 22:28:43.537455+00:00,C:\Program Files\Git\mingw64\bin\git.exe,git.exe -c core.longpaths=true -c core.quotepath=false -c color.ui=false -c color.status=false status --porcelain=v2 --branch -u --find-renames --,C:\Program Files\Git\cmd\git.exe,MrX\adity,Medium,1,1,1.0,0.9166666666666666,1.0,1.0,0.0,38,0,0,0.0,0.0,5,1.0,0.0
1,2025-11-16 22:28:43.905430+00:00,C:\Program Files\Git\cmd\git.exe,"""C:\Program Files\Git\cmd\git.exe"" -c core.longpaths=true -c core.quotepath=false -c color.ui=false -c log.showSignature=false log --format=%%x1E%%H%%x1D -n2 -L6,6:data_collection/automation/verify_dataset.ps1",C:\Users\adity\AppData\Local\Programs\Microsoft VS Code\Code.exe,MrX\adity,Medium,1,1,1.0,0.9166666666666666,1.0,1.0,0.0,39,0,0,0.0,1.0,4,1.0,0.0
1,2025-11-16 22:28:44.285604+00:00,C:\Program Files\Git\mingw64\bin\git.exe,"git.exe -c core.longpaths=true -c core.quotepath=false -c color.ui=false -c log.showSignature=false log --format=%%x1E%%H%%x1D -n2 -L6,6:data_collection/automation/verify_dataset.ps1",C:\Program Files\Git\cmd\git.exe,MrX\adity,Medium,1,1,1.0,0.9166666666666666,1.0,1.0,0.0,40,0,0,0.0,0.0,5,1.0,0.0
1,2025-11-16 22:36:04.463037+00:00,C:\Windows\System32\taskhostw.exe,taskhostw.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,System,1,12,0.08333333333333333,0.9166666666666666,1.0,1.0,0.0,41,0,0,0.0,0.0,3,1.0,0.0
1,2025-11-16 22:37:06.615002+00:00,C:\Program Files (x86)\Google\GoogleUpdater\143.0.7482.0\updater.exe,"""C:\Program Files (x86)\Google\GoogleUpdater\143.0.7482.0\updater.exe"" --wake --system",C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,System,1,4,0.25,0.9166666666666666,1.0,1.0,0.0,42,0,0,0.0,0.0,5,1.0,0.0
1,2025-11-16 22:37:06.713709+00:00,C:\Program Files (x86)\Google\GoogleUpdater\143.0.7482.0\updater.exe,"""C:\Program Files (x86)\Google\GoogleUpdater\143.0.7482.0\updater.exe"" --crash-handler --system ""--database=C:\Program Files (x86)\Google\GoogleUpdater\143.0.7482.0\Crashpad"" --url=https://clients2.google.com/cr/report --annotation=prod=Update4 --annotation=ver=143.0.7482.0 ""--attachment=C:\Program Files (x86)\Google\GoogleUpdater\updater.log"" --initial-client-data=0x2bc,0x2c0,0x2c4,0x278,0x2c8,0xa2c404,0xa2c410,0xa2c41c",C:\Program Files (x86)\Google\GoogleUpdater\143.0.7482.0\updater.exe,NT AUTHORITY\SYSTEM,System,1,1,1.0,0.9166666666666666,1.0,1.0,0.0,43,0,0,1.0,0.0,5,1.0,0.0
1,2025-11-16 22:37:06.788170+00:00,C:\Program Files (x86)\Google\GoogleUpdater\143.0.7482.0\updater.exe,"""C:\Program Files (x86)\Google\GoogleUpdater\143.0.7482.0\updater.exe"" --system --windows-service --service=update-internal",C:\Windows\System32\services.exe,NT AUTHORITY\SYSTEM,System,1,5,0.2,0.9166666666666666,1.0,1.0,0.0,44,0,0,0.0,0.0,5,1.0,0.0
1,2025-11-16 22:37:06.824797+00:00,C:\Program Files (x86)\Google\GoogleUpdater\143.0.7482.0\updater.exe,"""C:\Program Files (x86)\Google\GoogleUpdater\143.0.7482.0\updater.exe"" --crash-handler --system ""--database=C:\Program Files (x86)\Google\GoogleUpdater\143.0.7482.0\Crashpad"" --url=https://clients2.google.com/cr/report --annotation=prod=Update4 --annotation=ver=143.0.7482.0 ""--attachment=C:\Program Files (x86)\Google\GoogleUpdater\updater.log"" --initial-client-data=0x2bc,0x2c0,0x2c4,0x298,0x2c8,0xa2c404,0xa2c410,0xa2c41c",C:\Program Files (x86)\Google\GoogleUpdater\143.0.7482.0\updater.exe,NT AUTHORITY\SYSTEM,System,1,2,0.5,0.9166666666666666,1.0,1.0,0.0,45,0,0,1.0,0.0,5,1.0,0.0
1,2025-11-16 22:37:06.894939+00:00,C:\Program Files (x86)\Google\GoogleUpdater\143.0.7482.0\updater.exe,"""C:\Program Files (x86)\Google\GoogleUpdater\143.0.7482.0\updater.exe"" --system --windows-service --service=update",C:\Windows\System32\services.exe,NT AUTHORITY\SYSTEM,System,1,5,0.2,0.9166666666666666,1.0,1.0,0.0,46,0,0,0.0,0.0,5,1.0,0.0
1,2025-11-16 22:42:43.281145+00:00,C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe /c ""copy C:\Users\adity\Desktop\moved_copy_copy_test_20251113_170059.txt C:\Users\adity\Desktop\copy_moved_copy_copy_test_20251113_170059.txt""",C:\Program Files\Python311\python.exe,MrX\adity,High,1,1,1.0,0.9166666666666666,1.0,1.0,0.0,47,0,0,0.0,0.0,3,1.0,0.0
1,2025-11-16 22:43:38.997927+00:00,C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe /c ""ver""",C:\Program Files\Python311\python.exe,MrX\adity,High,1,1,1.0,0.9166666666666666,1.0,1.0,0.0,48,0,0,0.0,0.0,3,1.0,0.0
1,2025-11-16 22:43:39.022318+00:00,C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe /c ""(dir 2>&1 *`|echo CMD);&<# rem #>echo powershell""",C:\Program Files\Python311\python.exe,MrX\adity,High,1,111,0.009009009009009009,0.9166666666666666,1.0,1.0,0.0,49,0,0,0.0,0.0,3,1.0,0.0
1,2025-11-16 22:43:39.043644+00:00,C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" dir  *` 2>&1""",C:\Windows\System32\cmd.exe,MrX\adity,High,1,111,0.009009009009009009,0.9166666666666666,1.0,1.0,0.0,50,0,0,1.0,0.0,3,1.0,0.0
1,2025-11-16 22:43:39.052649+00:00,C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" echo CMD""",C:\Windows\System32\cmd.exe,MrX\adity,High,1,108,0.009259259259259259,0.9166666666666666,1.0,1.0,0.0,51,0,0,1.0,0.0,3,1.0,0.0
1,2025-11-16 22:43:39.213787+00:00,C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe /c ""powershell -NoProfile ""$ErrorActionPreference='silentlycontinue'; $tmp = (Get-Item -Path ""$env:PROGRAMFILES\Google\Chrome\Application\chrome.exe"").VersionInfo.FileVersion; if ($tmp) {echo $tmp; Exit;}; $tmp = (Get-Item -Path ""$env:PROGRAMFILES (x86)\Google\Chrome\Application\chrome.exe"").VersionInfo.FileVersion; if ($tmp) {echo $tmp; Exit;}; $tmp = (Get-Item -Path ""$env:LOCALAPPDATA\Google\Chrome\Application\chrome.exe"").VersionInfo.FileVersion; if ($tmp) {echo $tmp; Exit;}; $tmp = (Get-ItemProperty -Path Registry::""HKCU\SOFTWARE\Google\Chrome\BLBeacon"").version; if ($tmp) {echo $tmp; Exit;}; $tmp = (Get-ItemProperty -Path Registry::""HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\Google Chrome"").version; if ($tmp) {echo $tmp; Exit;};""""",C:\Program Files\Python311\python.exe,MrX\adity,High,1,20,0.05,0.9166666666666666,1.0,1.0,0.0,52,0,0,0.0,0.0,3,1.0,0.0
1,2025-11-16 22:43:39.228981+00:00,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"powershell  -NoProfile ""$ErrorActionPreference='silentlycontinue'; $tmp = (Get-Item -Path ""$env:PROGRAMFILES\Google\Chrome\Application\chrome.exe"").VersionInfo.FileVersion; if ($tmp) {echo $tmp; Exit;}; $tmp = (Get-Item -Path ""$env:PROGRAMFILES (x86)\Google\Chrome\Application\chrome.exe"").VersionInfo.FileVersion; if ($tmp) {echo $tmp; Exit;}; $tmp = (Get-Item -Path ""$env:LOCALAPPDATA\Google\Chrome\Application\chrome.exe"").VersionInfo.FileVersion; if ($tmp) {echo $tmp; Exit;}; $tmp = (Get-ItemProperty -Path Registry::""HKCU\SOFTWARE\Google\Chrome\BLBeacon"").version; if ($tmp) {echo $tmp; Exit;}; $tmp = (Get-ItemProperty -Path Registry::""HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\Google Chrome"").version; if ($tmp) {echo $tmp; Exit;};""",C:\Windows\System32\cmd.exe,MrX\adity,High,1,21,0.047619047619047616,0.9166666666666666,1.0,1.0,0.0,53,0,0,0.0,0.0,5,1.0,0.0
1,2025-11-16 22:43:41.869675+00:00,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"powershell -Command ""Start-Process \""https://www.github.com\""""",C:\Program Files\Python311\python.exe,MrX\adity,High,1,3,0.3333333333333333,0.9166666666666666,1.0,1.0,0.0,54,0,0,0.0,0.0,5,1.0,0.0
1,2025-11-16 22:43:42.331858+00:00,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --single-argument https://www.github.com/",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,MrX\adity,High,1,3,0.3333333333333333,0.9166666666666666,1.0,1.0,0.0,55,0,0,0.0,0.0,5,1.0,0.0
1,2025-11-16 22:43:43.122356+00:00,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=crashpad-handler ""--user-data-dir=C:\Users\adity\AppData\Local\Microsoft\Edge\User Data"" /prefetch:4 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Users\adity\AppData\Local\Microsoft\Edge\User Data\Crashpad"" ""--metrics-dir=C:\Users\adity\AppData\Local\Microsoft\Edge\User Data"" --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=142.0.7444.163 ""--annotation=exe=C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --annotation=plat=Win64 --annotation=prod=Edge --annotation=ver=142.0.3595.80 --initial-client-data=0x2e8,0x2ec,0x2f0,0x2c4,0x2f8,0x7ffc044cdb58,0x7ffc044cdb64,0x7ffc044cdb70",C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,MrX\adity,High,1,1,1.0,0.9166666666666666,1.0,1.0,0.0,56,0,0,1.0,0.0,5,1.0,0.0
1,2025-11-16 22:43:43.243414+00:00,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --flag-switches-begin --flag-switches-end --do-not-de-elevate --single-argument https://www.github.com/",C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,MrX\adity,Medium,1,3,0.3333333333333333,0.9166666666666666,1.0,1.0,0.0,57,0,0,1.0,0.0,5,1.0,0.0
1,2025-11-16 22:43:43.396355+00:00,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=crashpad-handler ""--user-data-dir=C:\Users\adity\AppData\Local\Microsoft\Edge\User Data"" /prefetch:4 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Users\adity\AppData\Local\Microsoft\Edge\User Data\Crashpad"" ""--metrics-dir=C:\Users\adity\AppData\Local\Microsoft\Edge\User Data"" --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=142.0.7444.163 ""--annotation=exe=C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --annotation=plat=Win64 --annotation=prod=Edge --annotation=ver=142.0.3595.80 --initial-client-data=0x25c,0x260,0x264,0x258,0x26c,0x7ffc044cdb58,0x7ffc044cdb64,0x7ffc044cdb70",C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,MrX\adity,Medium,1,8,0.125,0.9166666666666666,1.0,1.0,0.0,58,0,0,1.0,0.0,5,1.0,0.0
